stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,geometry_point
5111,5111,Jasper Place Transit Centre Bay I,,53.540499,-113.592088,1EDM,,0,,POINT (-113.592088 53.540499)
9272,9272,141 Street & Chappelle Drive SW,,53.404433,-113.56527,1EDM,,0,,POINT (-113.56527 53.404433)
3570,3570,37 Street & 34A Avenue,,53.464589,-113.399134,1EDM,,0,,POINT (-113.399134 53.464589)
1026,1026,Alex Taylor Road & Jasper Avenue,,53.547392,-113.476334,1EDM,,0,,POINT (-113.476334 53.547392)
7229,7229,82 Street & 128 Avenue,,53.58637,-113.46709,1EDM,,0,,POINT (-113.46709 53.58637)
A0689,0689,Bellerose Dr & St Albert Trail,,53.644683,-113.623127,2STA,,0,,POINT (-113.623127 53.644683)
8468,8468,Grove Drive & Calahoo Road,,53.558007,-113.910778,5SGT,,0,,POINT (-113.910778 53.558007)
S8701,8701,Buckinghm Dr & Broadmoor Blvd,,53.550071,-113.318524,4SCT,,0,,POINT (-113.318524 53.550071)
A0717,0717,Giroux Rd & Bellerose High School,,53.64728,-113.656582,2STA,,0,,POINT (-113.656582 53.64728)
3828,3828,91 Street & 23 Avenue,,53.451676,-113.465004,1EDM,,0,,POINT (-113.465004 53.451676)
1141,1141,117 Street & Jasper Avenue,,53.54084,-113.522595,1EDM,,0,,POINT (-113.522595 53.54084)
7533,7533,42 Street & 139 Avenue,,53.600313,-113.407673,1EDM,,0,,POINT (-113.407673 53.600313)
A0408,0408,Gate Ave & St Albert Trail,,53.623189,-113.614241,2STA,,0,,POINT (-113.614241 53.623189)
3908,3908,Mill Woods Transit Centre Bay H,,53.457286,-113.430671,1EDM,,0,,POINT (-113.430671 53.457286)
77007,77007,69A Street & 178 Avenue,,53.641081,-113.44521,1EDM,,0,,POINT (-113.44521 53.641081)
2384,2384,92 Street & 92 Avenue,,53.52736,-113.468264,1EDM,,0,,POINT (-113.468264 53.52736)
3653,3653,21 Street & 37A Avenue,,53.472703,-113.374115,1EDM,,0,,POINT (-113.374115 53.472703)
5455,5455,163 Street & 109 Avenue,,53.553584,-113.602468,1EDM,,0,,POINT (-113.602468 53.553584)
77434,77434,Ebbers Boulevard & Ebbers Way,,53.609221,-113.403227,1EDM,,0,,POINT (-113.403227 53.609221)
66099,66099,153 Street & 128 Avenue,,53.584824,-113.584468,1EDM,,0,,POINT (-113.584468 53.584824)
3705,3705,Meadows Transit Centre Bay E,,53.478077,-113.367755,1EDM,,0,,POINT (-113.367755 53.478077)
E182,E182,Belvedere Transit Centre,,53.588266,-113.434371,,,2,Q3622,POINT (-113.434371 53.588266)
L0208,0208,Discovery Way by Rona,,53.266348,-113.571299,9LT,,0,,POINT (-113.571299 53.266348)
A0829,0829,Dawson Rd & McKenney Ave,,53.641503,-113.634118,2STA,,0,,POINT (-113.634118 53.641503)
5843,5843,178 Street & 85 Avenue,,53.518603,-113.630808,1EDM,,0,,POINT (-113.630808 53.518603)
9804,9804,50 Street & Watt Common SW,,53.421605,-113.417749,1EDM,,0,,POINT (-113.417749 53.421605)
6852,6852,131 Street & 137 Avenue,,53.599641,-113.54747,1EDM,,0,,POINT (-113.54747 53.599641)
1827,1827,116 Street & 100 Avenue,,53.539056,-113.52143,1EDM,,0,,POINT (-113.52143 53.539056)
3037,3037,82 Street & Knottwood Road S,,53.442538,-113.457279,1EDM,,0,,POINT (-113.457279 53.442538)
E208,E208,,,53.570689,-113.458356,,,3,Q3621,POINT (-113.458356 53.570689)
9625,9625,Watt Boulevard & 12 Avenue SW,,53.422966,-113.436173,1EDM,,0,,POINT (-113.436173 53.422966)
7276,7276,54 Street & 153 Avenue,,53.615952,-113.425361,1EDM,,0,,POINT (-113.425361 53.615952)
6058,6058,109 Street & 168A Avenue,,53.630716,-113.512149,1EDM,,0,,POINT (-113.512149 53.630716)
6290,6290,135 Street & 137 Avenue,,53.599606,-113.554587,1EDM,,0,,POINT (-113.554587 53.599606)
5510,5510,188 Street & Lessard Road,,53.482461,-113.651109,1EDM,,0,,POINT (-113.651109 53.482461)
7553,7553,91 Street & 172 Avenue,,53.633496,-113.479789,1EDM,,0,,POINT (-113.479789 53.633496)
5388,5388,182 Street & 91 Avenue,,53.526581,-113.639158,1EDM,,0,,POINT (-113.639158 53.526581)
6694,6694,115 Street & 167A Avenue,,53.629496,-113.521501,1EDM,,0,,POINT (-113.521501 53.629496)
4057,4057,107 Street & 42 Avenue,,53.478912,-113.507454,1EDM,,0,,POINT (-113.507454 53.478912)
4960,4960,Hilliard Green & Hodgson Boulevard,,53.458856,-113.562577,1EDM,,0,,POINT (-113.562577 53.458856)
33008,33008,66 Street & 23 Avenue,,53.45376,-113.436337,1EDM,,0,,POINT (-113.436337 53.45376)
8996,8996,Lewis Estates Boulevard & Suder Greens Drive,,53.518164,-113.680508,1EDM,,0,,POINT (-113.680508 53.518164)
5282,5282,156 Street & 87 Avenue,,53.519546,-113.591099,1EDM,,0,,POINT (-113.591099 53.519546)
2780,2780,91 Street & 58 Avenue,,53.493857,-113.466345,1EDM,,0,,POINT (-113.466345 53.493857)
E118,E118,108 & Jasper Avenue Street North,,53.541047,-113.505796,,,2,Q2805,POINT (-113.505796 53.541047)
3444,3444,Mill Woods Road E & 26 Avenue,,53.4578,-113.408979,1EDM,,0,,POINT (-113.408979 53.4578)
A0779,0779,Larose Dr & Langley Ave,,53.642734,-113.642904,2STA,,0,,POINT (-113.642904 53.642734)
6174,6174,129 Street & 156 Avenue,,53.618662,-113.543839,1EDM,,0,,POINT (-113.543839 53.618662)
9109,9109,Saly Place & Savaryn Drive SW,,53.413387,-113.462652,1EDM,,0,,POINT (-113.462652 53.413387)
5770,5770,185 Street & 77 Avenue,,53.510476,-113.643814,1EDM,,0,,POINT (-113.643814 53.510476)
7579,7579,97 Street & 135 Avenue,,53.59715,-113.491677,1EDM,,0,,POINT (-113.491677 53.59715)
3454,3454,Grand Meadow Crescent & 38 Avenue,,53.473738,-113.429746,1EDM,,0,,POINT (-113.429746 53.473738)
A0316,0316,Riverside Dr & Red Fox Way,,53.632751,-113.652691,2STA,,0,,POINT (-113.652691 53.632751)
99067,99067,Desrochers Drive & Davidson Wynd SW,,53.399784,-113.552255,1EDM,,0,,POINT (-113.552255 53.399784)
77181,77181,63 Street & 137 Avenue,,53.599743,-113.439319,1EDM,,0,,POINT (-113.439319 53.599743)
5836,5836,Mayfield Common,,53.543643,-113.612489,1EDM,,0,,POINT (-113.612489 53.543643)
3903,3903,Mill Woods Transit Centre Bay C,,53.457383,-113.428833,1EDM,,0,,POINT (-113.428833 53.457383)
1056,1056,95 Street & 115 Avenue,,53.566161,-113.48707,1EDM,,0,,POINT (-113.48707 53.566161)
2185,2185,91 Street & 87 Avenue,,53.522631,-113.467544,1EDM,,0,,POINT (-113.467544 53.522631)
S5101,5101,Strathcona Dr & Parker Dr,,53.522835,-113.327574,4SCT,,0,,POINT (-113.327574 53.522835)
5789,5789,Wedgewood Boulevard & Weber Gate,,53.481941,-113.644988,1EDM,,0,,POINT (-113.644988 53.481941)
8361,8361,199 Street & 69 Avenue,,53.502905,-113.664399,1EDM,,0,,POINT (-113.664399 53.502905)
9218,9218,Allard Boulevard & Ashcraft Crescent SW,,53.400203,-113.521398,1EDM,,0,,POINT (-113.521398 53.400203)
7452,7452,82 Street & 144 Avenue,,53.606795,-113.4663,1EDM,,0,,POINT (-113.4663 53.606795)
5681,5681,182 Street & 57 Avenue,,53.491707,-113.637031,1EDM,,0,,POINT (-113.637031 53.491707)
7196,7196,76 Street & 144 Avenue,,53.607026,-113.459461,1EDM,,0,,POINT (-113.459461 53.607026)
4428,4428,113 Street & 12 Avenue,,53.44308,-113.524937,1EDM,,0,,POINT (-113.524937 53.44308)
77678,77678,Ebbers Boulevard & Ebbers Court,,53.609516,-113.402932,1EDM,,0,,POINT (-113.402932 53.609516)
S6097,6097,Alder Av & Alderwood Cr,,53.518516,-113.286739,4SCT,,0,,POINT (-113.286739 53.518516)
6226,6226,St Albert Trail & 131 Avenue,,53.591406,-113.5661,1EDM,,0,,POINT (-113.5661 53.591406)
4192,4192,119 Street & 23 Avenue,,53.45468,-113.533995,1EDM,,0,,POINT (-113.533995 53.45468)
7478,7478,72 Street & 132 Avenue,,53.592318,-113.452913,1EDM,,0,,POINT (-113.452913 53.592318)
1475,1475,76 Street & 112 Avenue,,53.56113,-113.456524,1EDM,,0,,POINT (-113.456524 53.56113)
S7290,7290,Medowview Dr & Larkspur Pl,,53.544549,-113.260287,4SCT,,0,,POINT (-113.260287 53.544549)
5375,5375,168 Street & 88 Avenue,,53.52429,-113.612411,1EDM,,0,,POINT (-113.612411 53.52429)
5799,5799,160 Street & 114 Avenue,,53.563081,-113.596346,1EDM,,0,,POINT (-113.596346 53.563081)
5915,5915,189 Street & 85 Avenue,,53.518495,-113.648565,1EDM,,0,,POINT (-113.648565 53.518495)
5979,5979,178 Street & 76 Avenue,,53.509039,-113.630505,1EDM,,0,,POINT (-113.630505 53.509039)
1682,1682,120 Street & 107 Avenue,,53.550951,-113.528461,1EDM,,0,,POINT (-113.528461 53.550951)
1889,1889,Coliseum Station,,53.570617,-113.458655,1EDM,,0,Q3621,POINT (-113.458655 53.570617)
7688,7688,36 Street & 139 Avenue,,53.602782,-113.395742,1EDM,,0,,POINT (-113.395742 53.602782)
3510,3510,Parsons Road & 28 Avenue,,53.457885,-113.480355,1EDM,,0,,POINT (-113.480355 53.457885)
2984,2984,122 Street & 48 Avenue,,53.485316,-113.541316,1EDM,,0,,POINT (-113.541316 53.485316)
3312,3312,32 Street & Silver Berry Road,,53.457595,-113.386078,1EDM,,0,,POINT (-113.386078 53.457595)
4580,4580,105 Street & 25 Avenue,,53.456058,-113.501873,1EDM,,0,,POINT (-113.501873 53.456058)
6001,6001,Castle Downs Transit Centre Bay A,,53.616905,-113.516288,1EDM,,0,,POINT (-113.516288 53.616905)
7752,7752,Miller Boulevard & Matheson Way,,53.610053,-113.41252,1EDM,,0,,POINT (-113.41252 53.610053)
A0076,0076,19 Riel Dr,,53.625615,-113.639325,2STA,,0,,POINT (-113.639325 53.625615)
3183,3183,99 Street & 39 Avenue,,53.474411,-113.485971,1EDM,,0,,POINT (-113.485971 53.474411)
9686,9686,88 Street & Summerside Grande Boulevard SW,,53.417877,-113.467377,1EDM,,0,,POINT (-113.467377 53.417877)
9529,9529,James Mowatt Trail & 35 Avenue SW,,53.401596,-113.540664,1EDM,,0,,POINT (-113.540664 53.401596)
7596,7596,66 Street & 146 Avenue,,53.607101,-113.442642,1EDM,,0,,POINT (-113.442642 53.607101)
5896,5896,138 Street & 111 Avenue,,53.558747,-113.557652,1EDM,,0,,POINT (-113.557652 53.558747)
6355,6355,114 Street & 139 Avenue,,53.601958,-113.518006,1EDM,,0,,POINT (-113.518006 53.601958)
S6036,6036,Fir St & Oak St,,53.51942,-113.30814,4SCT,,0,,POINT (-113.30814 53.51942)
6389,6389,Castle Downs Road & 137 Avenue,,53.600667,-113.51693,1EDM,,0,,POINT (-113.51693 53.600667)
1149,1149,61 Street & 118 Avenue,,53.570433,-113.43565,1EDM,,0,,POINT (-113.43565 53.570433)
2890,2890,114 Street & 89 Avenue,,53.524639,-113.525456,1EDM,,0,,POINT (-113.525456 53.524639)
E284,E284,Strathern Stop East Entrance,,53.531712,-113.462076,,,2,Q6035,POINT (-113.462076 53.531712)
6845,6845,130 Street & 162A Avenue,,53.624832,-113.547319,1EDM,,0,,POINT (-113.547319 53.624832)
7910,7910,West Clareview Transit Centre Bay A,,53.602308,-113.412481,1EDM,,0,,POINT (-113.412481 53.602308)
7059,7059,40 Street & 137 Avenue,,53.598847,-113.403024,1EDM,,0,,POINT (-113.403024 53.598847)
7574,7574,90 Street & 153 Avenue,,53.61502,-113.480525,1EDM,,0,,POINT (-113.480525 53.61502)
5204,5204,Westmount Transit Centre Bay B,,53.561195,-113.555651,1EDM,,0,,POINT (-113.555651 53.561195)
9384,9384,Easton Road & Edwards Drive SW,,53.429672,-113.466696,1EDM,,0,,POINT (-113.466696 53.429672)
5365,5365,142 Street & 85 Avenue,,53.517574,-113.565574,1EDM,,0,,POINT (-113.565574 53.517574)
3047,3047,Knottwood Road E & Mill Woods Road S,,53.445556,-113.443293,1EDM,,0,,POINT (-113.443293 53.445556)
E10,E10,,,53.544248,-113.489115,,,3,Q3620,POINT (-113.489115 53.544248)
7172,7172,94 Street & 143 Avenue,,53.605028,-113.485525,1EDM,,0,,POINT (-113.485525 53.605028)
1096,1096,64 Street & 118 Avenue,,53.570316,-113.439403,1EDM,,0,,POINT (-113.439403 53.570316)
3663,3663,34 Street & 34 Avenue,,53.464034,-113.393733,1EDM,,0,,POINT (-113.393733 53.464034)
A0245,0245,Burnham Ave & Bernard Dr,,53.638347,-113.616144,2STA,,0,,POINT (-113.616144 53.638347)
A0645,0645,Heritage Drive & Hudson Road,,53.612406,-113.620434,2STA,,0,,POINT (-113.620434 53.612406)
7634,7634,Victoria Trail & Hermitage Road,,53.579304,-113.380683,1EDM,,0,,POINT (-113.380683 53.579304)
1140,1140,50 Street & 114 Avenue,,53.566738,-113.417967,1EDM,,0,,POINT (-113.417967 53.566738)
1445,1445,124 Street & 113 Avenue,,53.561763,-113.536063,1EDM,,0,,POINT (-113.536063 53.561763)
1281,1281,69 Street & 112 Avenue,,53.563471,-113.444102,1EDM,,0,,POINT (-113.444102 53.563471)
3916,3916,Mill Woods Transit Centre Bay P,,53.457219,-113.428412,1EDM,,0,,POINT (-113.428412 53.457219)
5422,5422,137 Street & 109A Avenue,,53.555737,-113.55791,1EDM,,0,,POINT (-113.55791 53.555737)
A0224,0224,Giroux Rd & Versailles Ave,,53.640145,-113.672269,2STA,,0,,POINT (-113.672269 53.640145)
7071,7071,59A Street & 162B Avenue,,53.625168,-113.429276,1EDM,,0,,POINT (-113.429276 53.625168)
2874,2874,99 Street & 56 Avenue,,53.492266,-113.486006,1EDM,,0,,POINT (-113.486006 53.492266)
7030,7030,63 Street & 156 Avenue,,53.616866,-113.43803,1EDM,,0,,POINT (-113.43803 53.616866)
11318,11318,97 Street & 103A Avenue,,53.546849,-113.486653,1EDM,,0,,POINT (-113.486653 53.546849)
1288,1288,95 Street & 118 Avenue,,53.57045,-113.487891,1EDM,,0,,POINT (-113.487891 53.57045)
9821,9821,69A Street & Shaw Way SW,,53.414271,-113.448722,1EDM,,0,,POINT (-113.448722 53.414271)
9464,9464,Glenridding Way & 13 Avenue SW,,53.421532,-113.597852,1EDM,,0,,POINT (-113.597852 53.421532)
5573,5573,139 Street & 116 Avenue,,53.568252,-113.56147,1EDM,,0,,POINT (-113.56147 53.568252)
2726,2726,109 Street & 80 Avenue,,53.515886,-113.512189,1EDM,,0,,POINT (-113.512189 53.515886)
77440,77440,66 Street & 137 Avenue,,53.599513,-113.44144,1EDM,,0,,POINT (-113.44144 53.599513)
22044,22044,117 Street & 51 Avenue,,53.488179,-113.534461,1EDM,,0,,POINT (-113.534461 53.488179)
1010,1010,50 Street & 122 Avenue,,53.576971,-113.41825,1EDM,,0,,POINT (-113.41825 53.576971)
4290,4290,105 Street & 21 Avenue,,53.452329,-113.501063,1EDM,,0,,POINT (-113.501063 53.452329)
E52,E52,,,53.54095,-113.493548,,,3,Q3619,POINT (-113.493548 53.54095)
3589,3589,Millbourne Road E & 36A Avenue,,53.471312,-113.443917,1EDM,,0,,POINT (-113.443917 53.471312)
2527,2527,93 Street & 82 Avenue,,53.517925,-113.469605,1EDM,,0,,POINT (-113.469605 53.517925)
2292,2292,83 Street & Argyll Road,,53.503795,-113.453976,1EDM,,0,,POINT (-113.453976 53.503795)
8162,8162,199 Street & Hays Drive,,53.482024,-113.667051,1EDM,,0,,POINT (-113.667051 53.482024)
6011,6011,Castle Downs Transit Centre Bay K,,53.616686,-113.516839,1EDM,,0,,POINT (-113.516839 53.616686)
77270,77270,50 Street & 159 Avenue,,53.619852,-113.416811,1EDM,,0,,POINT (-113.416811 53.619852)
2775,2775,50 Street & 92 Avenue,,53.526113,-113.418847,1EDM,,0,,POINT (-113.418847 53.526113)
1327,1327,80 Street & 118 Avenue,,53.570462,-113.464671,1EDM,,0,,POINT (-113.464671 53.570462)
5292,5292,163 Street & 96A Avenue,,53.533678,-113.60285,1EDM,,0,,POINT (-113.60285 53.533678)
A0513,0513,Harwood Dr & Heritage Blvd,,53.610414,-113.636428,2STA,,0,,POINT (-113.636428 53.610414)
5087,5087,138 Street & 102 Avenue,,53.54311,-113.560173,1EDM,,0,,POINT (-113.560173 53.54311)
6534,6534,124 Street & 135 Avenue,,53.596371,-113.53612,1EDM,,0,,POINT (-113.53612 53.596371)
5382,5382,135 Street & 107 Avenue,,53.551085,-113.556432,1EDM,,0,,POINT (-113.556432 53.551085)
7648,7648,34 Street & 132A Avenue,,53.592752,-113.393185,1EDM,,0,,POINT (-113.393185 53.592752)
1939,1939,116 Street & Jasper Avenue,,53.540591,-113.521427,1EDM,,0,,POINT (-113.521427 53.540591)
3540,3540,97 Street & 32 Avenue,,53.464763,-113.479478,1EDM,,0,,POINT (-113.479478 53.464763)
66093,66093,149 Street & 131 Avenue,,53.590406,-113.578387,1EDM,,0,,POINT (-113.578387 53.590406)
1463,1463,95 Street & 104 Avenue,,53.548384,-113.480654,1EDM,,0,,POINT (-113.480654 53.548384)
99514,99514,127 Street & Ellerslie Road SW,,53.42465,-113.540378,1EDM,,0,,POINT (-113.540378 53.42465)
8111,8111,184 Street & 105 Avenue,,53.548968,-113.639653,1EDM,,0,,POINT (-113.639653 53.548968)
S5132,5132,Main Blvd & Mission Dr,,53.537301,-113.312096,4SCT,,0,,POINT (-113.312096 53.537301)
9342,9342,Orchards Boulevard & Orchards Drive SW,,53.407166,-113.464125,1EDM,,0,,POINT (-113.464125 53.407166)
7976,7976,84 Street & 160A Avenue,,53.621989,-113.470384,1EDM,,0,,POINT (-113.470384 53.621989)
4296,4296,Magrath View & Magrath Boulevard,,53.450174,-113.556339,1EDM,,0,,POINT (-113.556339 53.450174)
8745,8745,206 Street & Hemingway Road,,53.487833,-113.675563,1EDM,,0,,POINT (-113.675563 53.487833)
22079,22079,97 Street & 54 Avenue,,53.489501,-113.479508,1EDM,,0,,POINT (-113.479508 53.489501)
1243,1243,101 Street & 102  Avenue,,53.542281,-113.493893,1EDM,,0,,POINT (-113.493893 53.542281)
7470,7470,26 Street & 151 Avenue,,53.612876,-113.378293,1EDM,,0,,POINT (-113.378293 53.612876)
4044,4044,114 Street & 37 Avenue,,53.471099,-113.528442,1EDM,,0,,POINT (-113.528442 53.471099)
1696,1696,124 Street & 113 Avenue,,53.561838,-113.535721,1EDM,,0,,POINT (-113.535721 53.561838)
6097,6097,132 Street & 132 Avenue,,53.592143,-113.548327,1EDM,,0,,POINT (-113.548327 53.592143)
7673,7673,Miller Boulevard & 145 Avenue,,53.608617,-113.414172,1EDM,,0,,POINT (-113.414172 53.608617)
8945,8945,215 Street & 103 Avenue,,53.544712,-113.688577,1EDM,,0,,POINT (-113.688577 53.544712)
6563,6563,127 Street & 140 Avenue,,53.601765,-113.54143,1EDM,,0,,POINT (-113.54143 53.601765)
5950,5950,189 Street & 91 Avenue,,53.52622,-113.648647,1EDM,,0,,POINT (-113.648647 53.52622)
E249,E249,Law Courts Park LRT Access,,53.545577,-113.488769,,,3,Q3620,POINT (-113.488769 53.545577)
1388,1388,119 Street & 111 Avenue,,53.558764,-113.526336,1EDM,,0,,POINT (-113.526336 53.558764)
9125,9125,70 Street & Stanton Drive SW,,53.420117,-113.448674,1EDM,,0,,POINT (-113.448674 53.420117)
3410,3410,96 Street & 28 Avenue,,53.45875,-113.478085,1EDM,,0,,POINT (-113.478085 53.45875)
8684,8684,172 Street & 103 Avenue,,53.54523,-113.617405,1EDM,,0,,POINT (-113.617405 53.54523)
5532,5532,156 Street & 104 Avenue,,53.546223,-113.590448,1EDM,,0,,POINT (-113.590448 53.546223)
5929,5929,159 Street & 83 Avenue,,53.517289,-113.596587,1EDM,,0,,POINT (-113.596587 53.517289)
7818,7818,82 Street & 160 Avenue,,53.621177,-113.467253,1EDM,,0,,POINT (-113.467253 53.621177)
22739,22739,111 Street & 57 Avenue,,53.494505,-113.516306,1EDM,,0,,POINT (-113.516306 53.494505)
7112,7112,88 Street & 164 Avenue,,53.626213,-113.478069,1EDM,,0,,POINT (-113.478069 53.626213)
1774,1774,Bay Enterprise Square Station,,53.540936,-113.498842,1EDM,,0,Q2812,POINT (-113.498842 53.540936)
A0855,0855,Waverly Dr & Willoughby Dr,,53.649047,-113.59652,2STA,,0,,POINT (-113.59652 53.649047)
3255,3255,34 Street & 35A Avenue,,53.467576,-113.392494,1EDM,,0,,POINT (-113.392494 53.467576)
A0004,0004,Oakridge Dr S & Orchard Ct,,53.654837,-113.60881,2STA,,0,,POINT (-113.60881 53.654837)
1984,1984,127 Street & 121 Avenue,,53.575371,-113.541103,1EDM,,0,,POINT (-113.541103 53.575371)
4065,4065,118 Street & 23 Avenue,,53.454056,-113.530877,1EDM,,0,,POINT (-113.530877 53.454056)
2161,2161,Ottewell Road & 94B Avenue,,53.532341,-113.435742,1EDM,,0,,POINT (-113.435742 53.532341)
A0261,0261,Fairview Blvd & Fairchild Dr,,53.635604,-113.606959,2STA,,0,,POINT (-113.606959 53.635604)
3439,3439,37 Street & 35 Avenue,,53.465907,-113.399876,1EDM,,0,,POINT (-113.399876 53.465907)
6136,6136,Castle Downs Road & 139 Avenue,,53.602325,-113.516515,1EDM,,0,,POINT (-113.516515 53.602325)
6569,6569,129 Street & 160 Avenue,,53.622851,-113.544388,1EDM,,0,,POINT (-113.544388 53.622851)
3640,3640,21 Street & 43A Avenue,,53.479148,-113.375926,1EDM,,0,,POINT (-113.375926 53.479148)
2480,2480,62 Street & 106 Avenue,,53.54943,-113.428959,1EDM,,0,,POINT (-113.428959 53.54943)
4095,4095,119 Street & Westbrook Drive,,53.461858,-113.538996,1EDM,,0,,POINT (-113.538996 53.461858)
L0302,0302,5 Street & 17 Avenue,,53.331028,-113.531022,9LT,,0,,POINT (-113.531022 53.331028)
5364,5364,163 Street & 100 Avenue,,53.538791,-113.602789,1EDM,,0,,POINT (-113.602789 53.538791)
2682,2682,99 Street & 62 Avenue,,53.499058,-113.486396,1EDM,,0,,POINT (-113.486396 53.499058)
Q5164,,McKernan Belgravia Station,,53.512602723957556,-113.52619920607896,1EDM,,1,,POINT (-113.52619920607896 53.512602723957556)
A0023,0023,Gainsborough Avenue & Gladstone Crescent,,53.617216,-113.626865,2STA,,0,,POINT (-113.626865 53.617216)
L0108,0108,50 Street & 57 Avenue,,53.271238,-113.551265,9LT,,0,,POINT (-113.551265 53.271238)
S7526,7526,Summerland Dr & Lakeland Dr,,53.556318,-113.252955,4SCT,,0,,POINT (-113.252955 53.556318)
S1004,1004,Sherwood Dr & Oak St,,53.530902,-113.295428,4SCT,,0,,POINT (-113.295428 53.530902)
S7857,7857,Aspen Tr & Eton Blvd,,53.561418,-113.277114,4SCT,,0,,POINT (-113.277114 53.561418)
73306,73306,Clareview Station Drive & 144 Avenue,,53.606461,-113.406822,1EDM,,0,,POINT (-113.406822 53.606461)
5622,5622,Lessard Drive & 57 Avenue,,53.492866,-113.621688,1EDM,,0,,POINT (-113.621688 53.492866)
2834,2834,112 Street & 82 Avenue,,53.518,-113.519847,1EDM,,0,,POINT (-113.519847 53.518)
6151,6151,122 Street & 142 Avenue,,53.604243,-113.53194,1EDM,,0,,POINT (-113.53194 53.604243)
A0038,0038,Oakridge Dr S & Outlook Pl,,53.654944,-113.608901,2STA,,0,,POINT (-113.608901 53.654944)
1522,1522,32 Street & 107A Avenue,,53.561028,-113.390063,1EDM,,0,,POINT (-113.390063 53.561028)
A0597,0597,Gervais Rd & Levasseur Rd,,53.614684,-113.614923,2STA,,0,,POINT (-113.614923 53.614684)
2450,2450,48 Street & 107 Avenue,,53.553803,-113.416375,1EDM,,0,,POINT (-113.416375 53.553803)
4577,4577,111 Street & 40 Avenue,,53.475664,-113.515336,1EDM,,0,,POINT (-113.515336 53.475664)
3097,3097,Parsons Road & 21 Avenue,,53.451358,-113.48157,1EDM,,0,,POINT (-113.48157 53.451358)
1806,1806,118 Street & Victoria Park Road,,53.53943,-113.527975,1EDM,,0,,POINT (-113.527975 53.53943)
2503,2503,114 Street & 76 Avenue,,53.511615,-113.526035,1EDM,,0,,POINT (-113.526035 53.511615)
S9029,9029,Nottingham Blvd & Clover Bar Rd,,53.515886,-113.272367,4SCT,,0,,POINT (-113.272367 53.515886)
4649,4649,MacTaggart Drive & May Road,,53.442093,-113.556328,1EDM,,0,,POINT (-113.556328 53.442093)
A0008,0008,Oakridge Dr S & Otter Cr,,53.659327,-113.604263,2STA,,0,,POINT (-113.604263 53.659327)
2703,2703,South Campus Fort Edmonton Transit Centre Bay C,,53.503217,-113.52897,1EDM,,0,,POINT (-113.52897 53.503217)
9014,9014,Heritage Valley Transit Centre Bay A,,53.426443,-113.54494,1EDM,,0,,POINT (-113.54494 53.426443)
66139,66139,152 Street & 131 Avenue,,53.590266,-113.584776,1EDM,,0,,POINT (-113.584776 53.590266)
2009,2009,114 Street & 54A Avenue,,53.491151,-113.524528,1EDM,,0,,POINT (-113.524528 53.491151)
5559,5559,138 Street & 109A Avenue,,53.555845,-113.560261,1EDM,,0,,POINT (-113.560261 53.555845)
4778,4778,Lamb Crescent & Leger Way,,53.456698,-113.567655,1EDM,,0,,POINT (-113.567655 53.456698)
77859,77859,Ebbers Boulevard & Ebbers Crescent,,53.611318,-113.400057,1EDM,,0,,POINT (-113.400057 53.611318)
4658,4658,156 Street & Simpson Place,,53.438061,-113.589956,1EDM,,0,,POINT (-113.589956 53.438061)
5429,5429,139 Street & 115 Avenue,,53.565529,-113.561294,1EDM,,0,,POINT (-113.561294 53.565529)
9611,9611,Kostash Drive & Hiller Road SW,,53.421046,-113.628319,1EDM,,0,,POINT (-113.628319 53.421046)
3358,3358,Mill Woods Road E & 34 Avenue,,53.464447,-113.406678,1EDM,,0,,POINT (-113.406678 53.464447)
F3022,3022,98 Avenue and 104 Street WB,,53.709777,-113.208882,6FST,,0,,POINT (-113.208882 53.709777)
4118,4118,110 Street & 23 Avenue,,53.454052,-113.514002,1EDM,,0,,POINT (-113.514002 53.454052)
5963,5963,178 Street & 68 Avenue,,53.501684,-113.630731,1EDM,,0,,POINT (-113.630731 53.501684)
2877,2877,Davies Station,,53.499621,-113.443907,1EDM,,0,Q6031,POINT (-113.443907 53.499621)
3165,3165,48 Street & 13 Avenue,,53.442313,-113.413133,1EDM,,0,,POINT (-113.413133 53.442313)
A0006,0006,Oakridge Dr S & Otter Cr,,53.655548,-113.606728,2STA,,0,,POINT (-113.606728 53.655548)
4321,4321,Bulyea Road & Burton Road S,,53.475041,-113.571496,1EDM,,0,,POINT (-113.571496 53.475041)
7393,7393,74 Street & 144 Avenue,,53.606815,-113.454863,1EDM,,0,,POINT (-113.454863 53.606815)
2431,2431,17 Street & 76 Avenue,,53.511724,-113.369383,1EDM,,0,,POINT (-113.369383 53.511724)
A0995,0995,Kirkwood Dr & Poirier Ave,,53.642821,-113.590213,2STA,,0,,POINT (-113.590213 53.642821)
6441,6441,120 Street & 134 Avenue,,53.594831,-113.527893,1EDM,,0,,POINT (-113.527893 53.594831)
3741,3741,Silver Berry Road & 28A Avenue,,53.458974,-113.386105,1EDM,,0,,POINT (-113.386105 53.458974)
2679,2679,99 Street & 85 Avenue,,53.521308,-113.485982,1EDM,,0,,POINT (-113.485982 53.521308)
5216,5216,West Edmonton Mall Transit Centre Bay C,,53.525138,-113.620667,1EDM,,0,,POINT (-113.620667 53.525138)
4266,4266,Burton Road & Burrows Crescent,,53.479474,-113.56875,1EDM,,0,,POINT (-113.56875 53.479474)
